Description;Asset;Route Name;Source Name;Asset Type;Source State;Destination State;Destination Name;Source Mode;Destination Mode;Source Interface;Destination Interface;Source Protocol;Destination Protocol;Source BW;Destination BW;S_SSM;Destination IP;Source Address;Destination Port;Source Port;Last Update;BW In Total;BW Out Total
SRT-CBC-01-76-1;SRT-CBC-01;76_MLB CH3-PD01-TGT-AWS-EAST-MAIN;MLB CH3;Broadcast;connecting;disconnected;CBC VIDEO NETWORK;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;233.233.250.207;awjen-srt.mlb.io.zixi.com;5,004;15,003;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-74-1;SRT-CBC-01;74_MLB-CH1-PD01-TGT-AWS-EAST_CBC01_MAIN;MLB CH1;Broadcast;connecting;disconnected;CBC VIDEO NETWORK;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;233.233.250.205;ydjge-srt.mlb.io.zixi.com;5,004;15,001;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-72-1;SRT-CBC-01;72_ABC_CBC_Available;Std-UniversalHD_P;Broadcast;disconnected;disconnected;CBC VIDEO NETWORK;Listener;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;233.233.250.191;0.0.0.0;5,004;10,075;2/6/2026 09:35;377.38;368.39
SRT-ABC-04-018-2;SRT-ABC-04;018_migente_abc04_bk;migente_bk;Broadcast;;connected;harmonic;;Multicast;;ens34;;UDP;;3.07;;238.77.24.18;;10,000;;2/6/2026 09:35;317.92;470.46
SRT-ABC-04-107-1;SRT-ABC-04;107_Canal-RPP_ABC04_BK;RPP-Peru_BK;Broadcast;connected;connected;LAN;Caller;Multicast;ens33;ens34;SRT;UDP;8.04;8.04;0.0.0.0;238.77.24.107;38.43.148.155;10,000;7,001;2/6/2026 09:35;317.92;470.46
SRT-ABC-05-013-1;SRT-ABC-05;013_CBC02_ABC04_TEST;CBC02;Broadcast;disconnected;;RCV 24B;Listener;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.25.13;0.0.0.0;10,000;10,044;2/6/2026 09:35;427.71;435.77
SRT-ABC-05-019-1;SRT-ABC-05;019_TEST_CarasTv_ P_Alternativo_ABC;CarasTv_ P_Alternativo_ABC;Broadcast;connecting;disconnected;TEST_CarasTV_P_Alternativo_ABC;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.25.19;181.45.254.21;10,000;10,021;2/6/2026 09:35;427.71;435.77
SRT-ABC-05-020-1;SRT-ABC-05;020_Telerama_ABC05_P;Telerama;Broadcast;connected;connected;RCV-1059;Caller;Multicast;eno1;eno2;SRT;UDP;4.8;4.7;0.0.0.0;238.77.25.20;66.231.72.178;10,000;10,000;2/6/2026 09:35;427.71;435.77
SRT-CBC-01-40-1;SRT-CBC-01;40_Available;RX1120P;Broadcast;disconnected;disconnected;Provider Encoder;Multicast;Caller;eno2;eno1;UDP;SRT;0;0;10.33.211.120;54.147.123.240;239.139.211.120;60,001;5,004;2/6/2026 09:35;377.38;368.39
SRT-CBC-02-57-1;SRT-CBC-02;57_ABC_CBC_Available;SRT-ABC-4;Broadcast;disconnected;disconnected;CBC Video Network;Caller;Multicast;eno1;eno2;SRT;RTP;0;0;0.0.0.0;233.233.251.182;168.195.108.104;5,004;10,039;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-56-1;SRT-CBC-02;56_ABC_CBC_Available;Provider Encoder;Broadcast;connecting;disconnected;CBC Video Network;Caller;Multicast;;eno2;SRT;RTP;0;0;0.0.0.0;233.233.251.181;190.104.242.106;5,004;9,030;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-55-1;SRT-CBC-02;55_CBC_ABC_Daily Loop Playout;RXCE105B04;Broadcast;connected;connected;SRT-ABC-04;Multicast;Caller;eno2;eno2;UDP;SRT;8.17;8.17;10.33.223.250;168.195.108.104;239.139.223.140;10,044;5,003;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-54-1;SRT-CBC-02;54_ABC_CBC_AVAILABLE;SRT-ABC-04;Broadcast;disconnected;disconnected;CBC VIDEO NETWORK;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;233.233.251.174;168.195.108.104;5,004;10,054;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-53-1;SRT-CBC-02;53_ABC_CBC_AVAILABLE;SRT-ABC-04;Broadcast;connecting;disconnected;CBC VIDEO NETWORK;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;233.233.251.173;168.195.108.104;5,004;10,053;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-52-1;SRT-CBC-02;52_ABC_CBC_U-1575-Universal Reality;SRT-ABC-04;Broadcast;connected;connected;CBC VIDEO NETWORK;Caller;Multicast;eno1;eno2;SRT;UDP;12.26;12.26;0.0.0.0;233.233.251.172;168.195.108.104;5,004;10,052;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-45-1;SRT-CBC-02;45_Baby_TV;Provider Encoder;Broadcast;connected;connected;CBC VIDEO NETWORK;Caller;Multicast;eno1;eno2;SRT;UDP;6.13;6.13;0.0.0.0;233.233.251.195;80.169.167.81;5,004;50,004;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-44-1;SRT-CBC-02;44_Flow_Sports;Provider Encoder;Broadcast;connecting;disconnected;CBC VIDEO NETWORK;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;233.233.251.194;200.33.4.44;5,004;10,073;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-43-1;SRT-CBC-02;43_AZ-CORAZON_CBC02_BK;Provider Encoder;Broadcast;disconnected;disconnected;CBC VIDEO NETWORK;Listener;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;233.233.251.193;0.0.0.0;5,004;10,014;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-41-1;SRT-CBC-02;41_Available;RX1120;Broadcast;disconnected;disconnected;AMPP EC2;Multicast;Listener;eno2;eno2;RTP;SRT;0;0;10.33.211.120;0.0.0.0;239.139.211.120;62,222;5,004;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-28-1;SRT-CBC-02;28_VLC 3_CE101P05 TOC2 Cinco View;CE101P05;Broadcast;connected;disconnected;VLC 3 CBC;Multicast;Listener;eno2;eno1;UDP;SRT;8.18;0;10.33.213.110;0.0.0.0;239.139.213.115;15,083;5,003;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-24-1;SRT-CBC-02;24_CoBC_CBC_MNC- TOC 2 TX View return;CoBC SRT 2;Broadcast;disconnected;disconnected;CBC VIDEO NETWORK;Listener;Multicast;;eno2;SRT;UDP;0;0;0.0.0.0;233.233.251.197;0.0.0.0;5,004;14,006;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-23-1;SRT-CBC-02;23_ABC_CBC_Available;ABC04_UComedy-HD_B;Broadcast;disconnected;disconnected;CBC VIDEO NETWORK;Listener;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;233.233.251.192;0.0.0.0;5,004;10,024;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-22-1;SRT-CBC-02;22_ABC_CBC_Available;ABC04_Std-UniversalHD_B;Broadcast;disconnected;disconnected;CBC VIDEO NETWORK;Listener;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;233.233.251.191;0.0.0.0;5,004;10,023;2/6/2026 09:35;439.65;333.46
SRT-CBC-01-62-1;SRT-CBC-01;62_CBC01_ABC01_ITX-PPV03_P;CE102P03_13101;Broadcast;connected;connected;ABC01;Multicast;Caller;eno2;eno1;UDP;SRT;12.26;12.26;10.33.213.120;10.177.58.101;239.139.213.123;10,062;5,003;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-60-1;SRT-CBC-01;60_CBC01_ABC01_ITX-PPV01_P;CE105P02_12901;Broadcast;connected;connected;ABC01;Multicast;Caller;eno2;eno1;UDP;SRT;12.26;12.27;10.33.213.250;10.177.58.101;239.139.213.120;10,060;5,003;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-33-1;SRT-CBC-01;33_ABC_CBC_TeenNick;SRT-ABC-03;Broadcast;connected;connected;CBC VIDEO NETWORK;Listener;Multicast;eno1;eno2;SRT;UDP;20.43;20.43;0.0.0.0;233.233.250.177;0.0.0.0;5,004;10,021;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-30-1;SRT-CBC-01;30_PLAYOUT MPTS #1;AVCOM AWS;Broadcast;disconnected;;CBC VIDEO NETWORK;Listener;Multicast;;eno2;SRT;RTP;0;0;0.0.0.0;233.233.250.154;0.0.0.0;5,004;16,001;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-28-1;SRT-CBC-01;28_PLAYOUT SPTS #1;AVCOM AWS;Broadcast;disconnected;disconnected;CBC VIDEO NETWORK;Listener;Multicast;;eno2;SRT;RTP;0;0;0.0.0.0;233.233.250.0;0.0.0.0;5,004;16,002;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-25-1;SRT-CBC-01;25_CoBC_CBC_MNC- TOC 1 TX View return;SRT-CoBC-01;Broadcast;connected;connected;CBC VIDEO NETWORK;Listener;Multicast;;eno2;SRT;UDP;3.58;3.58;0.0.0.0;233.233.250.198;0.0.0.0;5,004;14,003;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-18-1;SRT-CBC-01;18_MORBIDO TV_P;Provider Encoder;Broadcast;connected;connected;CBC VIDEO NETWORK;Caller;Multicast;eno1;eno2;SRT;UDP;7.29;7.34;0.0.0.0;233.233.250.168;38.108.83.73;5,004;8,002;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-17-2;SRT-CBC-01;17_CBC_CoBC_TX69 Primary MUX;HVOS CL P;Broadcast;;disconnected;ABC05_WORKAROUND;;Caller;;;;SRT;;0;;10.177.58.105;;10,027;;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-17-1;SRT-CBC-01;17_CBC_CoBC_TX69 Primary MUX;HVOS CL P;Broadcast;connected;disconnected;ABC01-MUX69-WAROUND2;Multicast;Caller;eno2;eno1;UDP;SRT;47.42;0;10.33.48.38;10.177.58.101;239.139.48.38;10,017;5,090;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-16-1;SRT-CBC-01;16_Vepaco TV Primary;Provider Encoder;Broadcast;connected;connected;CBC VIDEO NETWORK;Caller;Multicast;eno1;eno2;SRT;RTP;6.54;6.57;0.0.0.0;233.233.250.167;190.15.176.250;5,004;9,010;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-14-1;SRT-CBC-01;14_VALE TV Primary;Provider Encoder;Broadcast;connected;connected;CBC VIDEO NETWORK;Caller;Multicast;;eno2;SRT;UDP;3.98;3.97;0.0.0.0;233.233.250.162;38.76.136.245;5,004;10,001;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-08-1;SRT-CBC-01;08_ABC_CBC_HBO HD (CAR)_P;SRT-ABC-01;Broadcast;connected;connected;CBC VIDEO NETWORK;Listener;Multicast;;eno2;SRT;RTP;40.86;41.22;0.0.0.0;233.233.250.163;0.0.0.0;5,004;10,010;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-07-1;SRT-CBC-01;07_CBC_ABC_AVAILABLE;Primary Mux Feed;Broadcast;disconnected;disconnected;SRT-ABC-01;Multicast;Caller;eno2;eno2;UDP;SRT;0;0;10.33.42.162;10.177.58.101;239.139.42.162;10,019;2,026;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-05-1;SRT-CBC-01;05_Reino Infantil;Provider Encoder;Broadcast;connected;connected;CBC Video Network;Caller;Multicast;eno1;eno2;SRT;UDP;6.15;6.12;0.0.0.0;233.233.250.166;200.33.4.44;5,004;10,073;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-04-1;SRT-CBC-01;04_ShowVen TV Primary;Provider Encoder;Broadcast;connected;connected;CBC VIDEO NETWORK;Caller;Multicast;;eno2;SRT;RTP;3.28;3.31;0.0.0.0;233.233.250.160;200.90.12.21;5,004;9,008;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-03-1;SRT-CBC-01;03_Canal I Primary;Provider Encoder;Broadcast;connected;connected;CBC VIDEO NETWORK;Caller;Multicast;eno1;eno2;SRT;RTP;6.51;6.6;0.0.0.0;233.233.250.161;38.41.27.35;5,004;9,003;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-02-1;SRT-CBC-01;02_ECUAVISA QUITO ECUADOR_PRIMARY;Provider Encoder;Broadcast;connected;connected;CBC VIDEO NETWORK;Caller;Multicast;eno1;eno2;SRT;UDP;7.18;7.15;0.0.0.0;233.233.250.159;190.63.18.178;5,004;10,000;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-01-1;SRT-CBC-01;01_DirecTV Sports Venezuela Primary_LEAVE OFF;Provider Encoder_Fiber feed;Broadcast;connecting;disconnected;CBC Video Network;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;233.233.250.175;138.185.64.30;5,004;9,332;2/6/2026 09:35;377.38;368.39
SRT-ABC-05-046-1;SRT-ABC-05;046_Televicentro_ABC05_P;Televicentro_P;Broadcast;connected;connected;LAN;Caller;Multicast;eno1;eno2;SRT;UDP;5.06;5.05;0.0.0.0;238.77.25.46;200.63.104.34;10,000;1,030;2/6/2026 09:35;427.71;435.77
SRT-ABC-05-045-1;SRT-ABC-05;045_CANAL9MENDOZA_ABC;CANAL9_MENDOZA;Broadcast;connected;connected;RCV-ABC-1383-P;Caller;Multicast;eno1;eno2;SRT;UDP;5.92;5.79;0.0.0.0;238.77.25.45;190.113.164.253;10,000;20,001;2/6/2026 09:35;427.71;435.77
SRT-ABC-05-016-1;SRT-ABC-05;016_CarasTV_ABC05_TEST-B;TEST_CarasTV_B;Broadcast;connected;connected;LAN;Caller;Multicast;eno1;eno2;SRT;UDP;6.16;6.13;0.0.0.0;238.77.25.16;190.104.216.240;10,000;10,012;2/6/2026 09:35;427.71;435.77
SRT-ABC-05-015-1;SRT-ABC-05;015_CarasTV_ABC05_TEST-P;CarasTV_P_ABC;Broadcast;connected;connected;LAN;Caller;Multicast;eno1;eno2;SRT;UDP;6.16;6.14;0.0.0.0;238.77.25.15;181.30.93.40;10,000;10,015;2/6/2026 09:35;427.71;435.77
SRT-ABC-05-014-1;SRT-ABC-05;014__BBC_ABC-MUX-16-B;BBC-MUX-03;Broadcast;connecting;disconnected;MUX-16-B;Listener;Multicast;eno1;eno2;SRT;RTP;0;0;0.0.0.0;238.77.25.14;0.0.0.0;1,000;14,016;2/6/2026 09:35;427.71;435.77
SRT-ABC-05-007-1;SRT-ABC-05;007_COBCx01-PID-MON-01_ABC05;COBC01-PID-MON-01;Broadcast;connected;connected;LAN;Listener;Multicast;eno1;eno2;SRT;RTP;36.48;36.39;0.0.0.0;238.77.25.7;0.0.0.0;10,000;14,105;2/6/2026 09:35;427.71;435.77
SRT-ABC-05-006-1;SRT-ABC-05;006_COBCX1-2_ABC05_MON-01-2_ TOC 1;cobc01-02;Broadcast;connected;connected;lan;Listener;Multicast;eno1;eno2;SRT;UDP;3.58;3.58;0.0.0.0;238.77.25.6;0.0.0.0;10,000;14,101;2/6/2026 09:35;427.71;435.77
SRT-ABC-04-113-1;SRT-ABC-04;113_UCLPlay_ABC_B;UCl PLay B;Broadcast;disconnected;;RCV 1286 B;Caller;Multicast;ens33;ens34;SRT;UDP;0;0;0.0.0.0;238.77.24.113;190.52.162.112;10,000;8,103;2/6/2026 09:35;317.92;470.46
SRT-ABC-04-108-1;SRT-ABC-04;108_UBE-TV-ExRedonda_ABC04_BK;LaRedonda-Canela_BK;Broadcast;connecting;disconnected;LAN;Caller;Multicast;ens33;ens34;SRT;UDP;0;0;0.0.0.0;238.77.24.108;190.15.139.106;10,000;1,051;2/6/2026 09:35;317.92;470.46
SRT-ABC-04-081-1;SRT-ABC-04;081_JBC17_ABC04_TX18;JBC-TX18-SRT_JBC_OTT_17;Broadcast;connecting;disconnected;lan;Listener;Multicast;ens33;ens34;SRT;RTP;0;0;0.0.0.0;238.77.24.81;0.0.0.0;10,000;10,042;2/6/2026 09:35;317.92;470.46
SRT-ABC-04-080-1;SRT-ABC-04;080_JBC17_ABC04_TX16;JBC-TX16-SRT_JBC_OTT_17;Broadcast;connecting;disconnected;lan;Listener;Multicast;ens33;ens34;SRT;RTP;0;0;0.0.0.0;238.77.24.80;0.0.0.0;10,000;10,041;2/6/2026 09:35;317.92;470.46
SRT-ABC-04-077-1;SRT-ABC-04;077_TLF_ABC04_GH-24X7_BK;TLF-24X7_BK;Broadcast;connected;connected;LAN;Listener;Multicast;ens33;ens34;SRT;UDP;9.4;9.4;0.0.0.0;238.77.24.77;0.0.0.0;10,000;10,077;2/6/2026 09:35;317.92;470.46
SRT-ABC-04-076-1;SRT-ABC-04;076_FM_FIESTA-VENEZUELA_ABC04_BK;FM_FIESTA_BK;Broadcast;connected;disconnected;LAN;Caller;Multicast;ens33;ens34;SRT;UDP;0.2;0;0.0.0.0;238.77.24.76;190.216.227.102;10,000;20,004;2/6/2026 09:35;317.92;470.46
SRT-ABC-04-075-1;SRT-ABC-04;075_FM-CANDELA-y-ROMANTICA-VENEZUELA_ABC04;FM_CANDELA_y_ROMANTICA;Broadcast;connected;connected;LAN;Caller;Multicast;ens33;ens34;SRT;UDP;0.31;0.31;0.0.0.0;238.77.24.75;190.216.227.102;10,000;20,003;2/6/2026 09:35;317.92;470.46
SRT-ABC-04-071-1;SRT-ABC-04;071_akamai_srt04_poc;akamai_return;Broadcast;connecting;disconnected;lan20000;Caller;Multicast;ens33;ens34;SRT;RTP;0;0;0.0.0.0;238.77.24.71;172.233.26.67;20,000;6,002;2/6/2026 09:35;317.92;470.46
SRT-CBC-02-10_-1;SRT-CBC-02;10_;SRT-ABC-02;Broadcast;connecting;disconnected;CBC VIDEO NETWORK;Listener;Multicast;eno1;eno2;SRT;RTP;0;0;0.0.0.0;233.233.251.164;0.0.0.0;5,004;10,011;2/6/2026 09:35;439.65;333.46
SRT-ABC-04-018-1;SRT-ABC-04;018_migente_abc04_bk;migente_bk;Broadcast;connected;connected;etb_a confirmar;Caller;Listener;ens33;ens33;SRT;SRT;3.06;3.07;0.0.0.0;0.0.0.0;38.110.1.132;10,018;9,996;2/6/2026 09:35;317.92;470.46
SRT-ABC-05-033-1;SRT-ABC-05;033_ABC05_COBC01_Tx31_P;Tx31;Broadcast;connection established;disconnected;COBC01;Multicast;Caller;eno2;eno1;UDP;SRT;0;0;10.77.14.200;10.177.242.101;239.77.14.200;10,033;5,080;2/6/2026 09:35;427.71;435.77
SRT-ABC-04-042-1;SRT-ABC-04;042_ABC04_CBC02_TeenNick_BK_TEST;rcv1354_TeenNick_BK;Broadcast;connected;connected;CBC02-Teen Nick;Multicast;Caller;ens34;ens33;UDP;SRT;13.28;13.28;10.77.23.162;154.197.114.205;239.77.17.162;10,021;8,999;2/6/2026 09:35;317.92;470.46
SRT-ABC-04-011-1;SRT-ABC-04;011_TATA_ABC_POC-CHN1-LiveSports;RXCE105-06 Return;Broadcast;connecting;disconnected;lan;Listener;Multicast;ens33;ens34;SRT;UDP;0;0;0.0.0.0;238.77.24.11;0.0.0.0;10,000;2,000;2/6/2026 09:35;317.92;470.46
SRT-CBC-01-41-1;SRT-CBC-01;41_Available;Provider Encoder;Broadcast;connecting;disconnected;CBC VIDEO NETWORK;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;233.233.250.178;54.147.123.240;5,004;60,002;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-42-1;SRT-CBC-01;42_Marquee_Sports;Provider Encoder;Broadcast;connected;connected;CBC VIDEO NETWORK;Caller;Multicast;eno1;eno2;SRT;UDP;11.1;11.1;0.0.0.0;233.233.250.170;162.150.42.68;5,004;5,023;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-43-1;SRT-CBC-01;43_AZ-CORAZON_CBC01_P;Provider Encoder;Broadcast;disconnected;disconnected;CBC VIDEO NETWORK;Listener;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;233.233.250.193;0.0.0.0;5,004;10,014;2/6/2026 09:35;377.38;368.39
SRT-CBC-02-40-1;SRT-CBC-02;40_Available;RX1120B;Broadcast;disconnected;disconnected;AMPP EC2;Multicast;Caller;eno2;eno2;UDP;SRT;0;0;10.33.221.120;54.147.123.240;239.139.221.120;60,002;5,004;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-34-1;SRT-CBC-02;34_Available;MUX 31 P;Broadcast;disconnected;disconnected;NAGRA;Multicast;Caller;eno2;eno1;RTP;SRT;0;0;10.33.49.31;195.94.111.80;239.139.49.31;5,050;5,080;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-33-1;SRT-CBC-02;33_ABC_CBC_TeenNick;SRT-ABC-04;Broadcast;connected;connected;CBC VIDEO NETWORK;Listener;Multicast;eno1;eno2;SRT;UDP;13.28;13.28;0.0.0.0;233.233.251.177;0.0.0.0;5,004;10,021;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-32-1;SRT-CBC-02;32_TC  TELEVISION;TC TELEVISION;Broadcast;connected;connected;CBC VIDEO NETWORK;Caller;Multicast;eno1;eno2;SRT;UDP;8.87;8.85;0.0.0.0;233.233.251.176;40.233.7.229;5,004;10,002;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-29-1;SRT-CBC-02;29_VLC 4_CE101B05 TOC2 TX View;CE101B05;Broadcast;connected;disconnected;VLC 4 CBC;Multicast;Listener;eno2;eno1;UDP;SRT;8.18;0;10.33.223.110;0.0.0.0;239.139.223.115;15,084;5,003;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-25-1;SRT-CBC-02;25_CoBC_CBC_MNC-DL-IRD 2;SRT-CoBC-02;Broadcast;connecting;disconnected;CBC VIDEO NETWORK;Listener;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;233.233.251.199;0.0.0.0;5,004;14,004;2/6/2026 09:35;439.65;333.46
SRT-CBC-01-81-1;SRT-CBC-01;81_RFI;RFI;Broadcast;connected;connected;RFI radio at CBC VDIP;Caller;Multicast;eno1;eno2;SRT;UDP;0.18;0.18;0.0.0.0;233.233.250.185;th2.easytools.tv;5,004;11,457;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-71-1;SRT-CBC-01;71_ABC_CBC_Available;ABC03-FX-HD;Broadcast;disconnected;disconnected;CBC VIDEO NETWORK;Listener;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;233.233.250.190;0.0.0.0;5,004;10,073;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-64-1;SRT-CBC-01;64_CBC01_ABC01_ITX-PPV05_P;CE102P08_13111;Broadcast;connected;connected;ABC01;Multicast;Caller;eno2;eno1;UDP;SRT;12.27;12.27;10.33.213.120;10.177.58.101;239.139.213.128;10,067;5,003;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-56-1;SRT-CBC-01;56_ABC_CBC_Available;Provider Encoder;Broadcast;connecting;disconnected;CBC Video Network;Caller;Multicast;;eno2;SRT;RTP;0;0;0.0.0.0;233.233.250.181;190.104.242.106;5,004;10,063;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-32-1;SRT-CBC-01;32_TC  TELEVISION;TC TELEVISION;Broadcast;connected;connected;CBC VIDEO NETWORK;Caller;Multicast;eno1;eno2;SRT;UDP;8.88;8.86;0.0.0.0;233.233.250.176;130.250.134.179;5,004;10,050;2/6/2026 09:35;377.38;368.39
SRT-ABC-05-61-1;SRT-ABC-05;61_winsports_abc05_emergencia;winsports;Broadcast;connecting;disconnected;lan;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.25.61;10.10.10.10;10,000;10,061;2/6/2026 09:35;427.71;435.77
SRT-ABC-05-056-1;SRT-ABC-05;056_TIGO-SPORTS_ABC05_P;TIGO-SPORTS;Broadcast;connecting;disconnected;LAN;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.25.56;190.128.173.170;10,000;3,015;2/6/2026 09:35;427.71;435.77
SRT-CBC-01-12-1;SRT-CBC-01;12_ABC_CBC_Std-Universal-HD_P;SRT-ABC-03;Broadcast;connected;connected;CBC VIDEO NETWORK;Listener;Multicast;eno1;eno2;SRT;UDP;12.26;12.26;0.0.0.0;233.233.250.191;0.0.0.0;5,004;10,075;2/6/2026 09:35;377.38;368.39
SRT-ABC-04-091-1;SRT-ABC-04;091_TVU_ABC04_POC_AI-Return-TEST;TVU_ADD-INSERT;Broadcast;connecting;disconnected;lan;Caller;Multicast;ens33;ens34;SRT;UDP;0;0;0.0.0.0;238.77.24.91;54.147.123.240;10,000;60,003;2/6/2026 09:35;317.92;470.46
SRT-ABC-05-100-1;SRT-ABC-05;100_dsports2_simple_p-test;dsports;Broadcast;connected;connected;simple_test;Multicast;Caller;eno2;eno1;UDP;SRT;13.94;13.95;10.77.6.6;138.185.64.42;239.195.6.6;4,075;8,000;2/6/2026 09:35;427.71;435.77
SRT-ABC-05-027-1;SRT-ABC-05;027_CBC01_ABC05_MUX69-WAROUND-NO FUNCA;ABC05-MUX69;Broadcast;connecting;disconnected;LAN;Listener;Multicast;eno1;eno2;SRT;RTP;0;0;0.0.0.0;238.77.25.27;0.0.0.0;10,000;10,027;2/6/2026 09:35;427.71;435.77
SRT-CBC-01-45-1;SRT-CBC-01;45_Baby_TV;Provider Encoder;Broadcast;connected;connected;CBC VIDEO NETWORK;Caller;Multicast;eno1;eno2;SRT;UDP;6.13;6.13;0.0.0.0;233.233.250.195;195.219.20.178;5,004;50,004;2/6/2026 09:35;377.38;368.39
SRT-CBC-02-11-1;SRT-CBC-02;11_ABC_CBC_FX-HD_B;SRT-ABC-04;Broadcast;connected;connected;CBC VIDEO NETWORK;Listener;Multicast;eno1;eno2;SRT;UDP;12.26;12.26;0.0.0.0;233.233.251.190;0.0.0.0;5,004;10,022;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-08-1;SRT-CBC-02;08_ABC_CBC_HBO HD (CAR)_B;SRT-ABC-02;Broadcast;connected;connected;CBC VIDEO NETWORK;Listener;Multicast;;eno2;SRT;RTP;40.86;41.22;0.0.0.0;233.233.251.163;0.0.0.0;5,004;10,010;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-03-1;SRT-CBC-02;03_Canal I Backup;Provider Encoder;Broadcast;connected;connected;CBC VIDEO NETWORK;Caller;Multicast;eno1;eno2;SRT;RTP;6.59;6.68;0.0.0.0;233.233.251.161;181.208.199.76;5,004;9,004;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-02-1;SRT-CBC-02;02_ECUAVISA QUITO ECUADOR_BACKUP;Provider Encoder;Broadcast;connected;connected;CBC VIDEO NETWORK;Caller;Multicast;eno1;eno2;SRT;UDP;7.14;7.19;0.0.0.0;233.233.251.159;190.63.18.178;5,004;10,000;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-01-1;SRT-CBC-02;01_DirecTV Sports Venezuela Backup;Provider Encoder SRT feed;Broadcast;connected;connected;CBC Video Network;Caller;Multicast;eno1;eno2;SRT;UDP;15.32;15.32;0.0.0.0;233.233.251.175;138.185.64.24;5,004;20,000;2/6/2026 09:35;439.65;333.46
SRT-ABC-04-005-1;SRT-ABC-04;005_ABC04_INTER-TV-DTV-SPORTS-PLUS_P;DTVSPORTS-PLUS;Broadcast;connected;connected;ETB_Colombia_P;Multicast;Listener;ens34;ens33;UDP;SRT;14.14;14.14;10.77.6.7;0.0.0.0;239.195.6.7;10,305;8,000;2/6/2026 09:35;317.92;470.46
