Description;Asset;Route Name;Source Name;Asset Type;Source State;Destination State;Destination Name;Source Mode;Destination Mode;Source Interface;Destination Interface;Source Protocol;Destination Protocol;Source BW;Destination BW;S_SSM;Destination IP;Source Address;Destination Port;Source Port;Last Update;BW In Total;BW Out Total
SRT-ABC-01-017-1;SRT-ABC-01;017_MORBIDOTV_TEST;MorbidoTV;Broadcast;connecting;disconnected;;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.21.17;38.108.83.72;10,000;9,010;2/6/2026 09:34;420.94;286.75
SRT-ABC-01-016-1;SRT-ABC-01;016_KZO_ABC01_B;KZO-HD;Broadcast;connecting;disconnected;LAN;Listener;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.21.16;0.0.0.0;10,000;10,013;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-015-1;SRT-ABC-01;015_LATINA_NOTICIAS-ABC01-PRI;LATINA_NOTICIAS-PRI;Broadcast;connected;connected;LATINA_NOTICIAS_P;Listener;Multicast;eno1;eno2;SRT;UDP;8.18;8.17;0.0.0.0;238.77.21.15;0.0.0.0;10,000;10,015;2/6/2026 09:34;472.94;479.61
SRT-ABC-02-043-1;SRT-ABC-02;043_canal10uru_ABC02;canal10;Broadcast;connected;connected;LAN;Caller;Multicast;eno1;eno2;SRT;UDP;12.3;12.26;0.0.0.0;238.1.4.13;190.64.70.77;8,010;10,010;2/6/2026 09:34;448.18;467.6
SRT-ABC-02-013-1;SRT-ABC-02;013_ABC02_MON-06;EM4008-IN6;Broadcast;connected;disconnected;MONITOR-06;Multicast;Listener;eno2;eno1;UDP;SRT;2.25;0;10.77.28.200;0.0.0.0;239.77.28.200;10,046;6,060;2/6/2026 09:34;448.18;467.6
SRT-ABC-02-012-2;SRT-ABC-02;012_ABC02_MON-05;EM4008-IN5;Broadcast;;connected;testvmix;;Multicast;;eno2;;UDP;;8.17;;233.233.232.30;;9,999;;2/6/2026 09:34;448.18;467.6
SRT-ABC-01-109-1;SRT-ABC-01;109_Chilevision_ABC01_P;Chilevision_P;Broadcast;connected;connected;LAN;Caller;Multicast;eno1;eno2;SRT;UDP;7.66;7.66;0.0.0.0;238.77.21.109;45.230.21.5;10,000;1,112;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-101-1;SRT-ABC-01;101_ABC-TEST-DNEWS-CHILE;DNEWS-CHILE;Broadcast;connecting;disconnected;DNEWS-CHILE;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.21.101;200.54.176.83;10,000;30,408;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-056-1;SRT-ABC-01;056_ABC01_DISTRIBUTION_DFIGHT_P;ENC9007P;Broadcast;connected;disconnected;DFIGHT-CLIENTE1;Multicast;Listener;eno2;eno1;UDP;SRT;10.22;0;10.77.54.51;0.0.0.0;239.77.42.90;12,056;8,000;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-019-1;SRT-ABC-01;019_DirecTV Sports Venezuela Primary_Gold Data;DirecTV Sports Venezuela Primary_Gold Data;Broadcast;connecting;disconnected;RCV-1328P;Listener;Multicast;;eno2;SRT;UDP;0;0;0.0.0.0;238.77.21.9;0.0.0.0;10,000;10,019;2/6/2026 09:34;472.94;479.61
SRT-ABC-03-094-1;SRT-ABC-03;094_VENEVISION_ABC03_P;VENEVISION;Broadcast;connected;connected;RCV-ABC-1806-P;Caller;Multicast;ens33;ens34;SRT;UDP;7.51;7.51;0.0.0.0;238.77.23.94;190.94.209.237;10,000;20,001;2/6/2026 09:34;350.28;439.18
SRT-ABC-02-008-1;SRT-ABC-02;008_ABC02_MON-01-kyrion_AWS-mediaconn;EM4008-1096_Encuentro;Broadcast;disconnected;disconnected;MONITOR-01_AWS-mediaconnect;Multicast;Listener;eno2;eno1;UDP;SRT;0;0;10.77.22.183;0.0.0.0;239.77.16.183;10,041;8,999;2/6/2026 09:34;448.18;467.6
SRT-ABC-03-040-1;SRT-ABC-03;040_ABC03_NO USAR SIMPLE-TV_ONDIRECTV-NORTE_P;ONDIRECTV-NORTE-P;Broadcast;disconnected;disconnected;SIMPLE TV;Multicast;Caller;ens34;ens33;UDP;SRT;0;0;10.77.54.51;138.185.64.22;239.77.40.90;10,040;8,000;2/6/2026 09:34;350.28;439.18
SRT-COBC-02-17-1;SRT-COBC-02;17_TX-73-MUX-CBC-CoBC;CBC SRT B;Broadcast;disconnected;;TX-73-vUTPS-B;Listener;Multicast;;ens32;SRT;RTP;0;0;0.0.0.0;239.9.251.73;0.0.0.0;5,090;14,173;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-03-1;SRT-COBC-02;03_COBC02_ABC05_PID-MON-01_2doflujo;SENCORE-01;Broadcast;connection established;;;Multicast;;;;UDP;;0;;10.77.204.111;;239.77.204.111;;10,000;27/5/2026 10:21;;
SRT-COBC-02-04-1;SRT-COBC-02;04_COBC_MON-05_TX-TOC2ABC;ADTEC-05;Broadcast;connected;disconnected;COBC_MON-05;Multicast;Caller;ens32;ens33;UDP;SRT;3.58;0;10.77.216.130;10.177.58.103;239.77.216.135;14,001;8,000;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-07-1;SRT-COBC-02;07_COBC_MON-08;ADTEC-08;Broadcast;connection established;disconnected;COBC_MON-08;Multicast;Caller;ens32;ens33;UDP;SRT;0;0;10.77.216.130;10.177.58.103;239.77.216.138;14,004;8,000;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-09-1;SRT-COBC-02;09_TX-69-MUX-CBC-CoBC;CBC SRT B;Broadcast;connected;connected;TX-69-vUTPS-B;Listener;Multicast;;ens32;SRT;RTP;47.42;47.32;0.0.0.0;239.9.251.69;0.0.0.0;5,090;14,169;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-05-1;SRT-COBC-02;05_COBC_MON-06;ADTEC-06;Broadcast;connected;disconnected;COBC_MON-06;Multicast;Caller;ens32;ens33;UDP;SRT;3.58;0;10.77.216.130;10.177.58.103;239.77.216.136;14,102;8,000;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-11-2;SRT-COBC-02;11_TX70B-MUX-ABC_COBC02;TX70B-MUX-ABC;Broadcast;;connected;TX-70-vUTPS-B;;Multicast;;ens32;;RTP;;47.81;;239.9.251.70;;5,090;;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-08-1;SRT-COBC-02;08_CoBC-TX-View-1;ADTEC-03;Broadcast;connected;disconnected;TX-View 1 - CoBC-CBC;Multicast;Caller;ens32;ens33;UDP;SRT;3.58;0;10.77.216.130;99.193.236.205;239.77.216.133;14,003;8,000;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-10-1;SRT-COBC-02;10_TX68B-MUX-ABC_COBC;TX68B-MUX-ABC;Broadcast;connected;connected;TX-68-vUTPS-B;Listener;Multicast;ens33;ens32;SRT;RTP;41.23;41.13;0.0.0.0;239.9.251.68;0.0.0.0;5,090;14,068;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-13-1;SRT-COBC-02;13_TX88B-MUX-ABC_COBC;TX88B-MUX-ABC;Broadcast;connected;connected;TX-88-vUTPS-B;Listener;Multicast;ens33;ens32;SRT;RTP;47.93;47.81;0.0.0.0;239.9.251.88;0.0.0.0;5,090;14,088;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-14-1;SRT-COBC-02;14_TX-65-MUX-CBC-COBC;CBC SRT B;Broadcast;connecting;disconnected;BBC-2;Listener;Caller;;ens32;SRT;SRT;0;0;0.0.0.0;189.28.24.97;0.0.0.0;14,025;14,165;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-25-1;SRT-COBC-02;25_TX76B-UTPS-ABC_COBC;TX76-UTPS-ABC;Broadcast;disconnected;;TX-76;Listener;Multicast;ens33;ens32;SRT;RTP;0;0;0.0.0.0;239.77.218.76;0.0.0.0;5,080;14,075;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-22-1;SRT-COBC-02;22_TX69B-UTPS-CBC_COBC;TX69-UTPS-CBC;Broadcast;disconnected;;TX-69;Listener;Multicast;ens33;ens32;SRT;RTP;0;0;0.0.0.0;239.77.218.69;0.0.0.0;5,080;14,069;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-06-1;SRT-COBC-02;06_COBC_MON-07;ADTEC-07;Broadcast;disconnected;disconnected;COBC_MON-07;Multicast;Listener;ens32;ens33;UDP;SRT;0;0;10.77.216.130;0.0.0.0;239.77.216.137;14,003;8,000;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-14-2;SRT-COBC-02;14_TX-65-MUX-CBC-COBC;CBC SRT B;Broadcast;;disconnected;TX-65-vUTPS-B;;Multicast;;ens32;;RTP;;0;;239.9.251.65;;5,090;;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-01-1;SRT-COBC-02;01_C0BC PID Filter 4;Sencore 4;Broadcast;connected;disconnected;Pid-Filter-4-CoBC-CBC;Multicast;Caller;ens32;ens33;UDP;SRT;15.32;0;10.77.216.114;154.197.114.205;239.77.216.114;14,006;10,000;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-02-1;SRT-COBC-02;02_COBC-PID_MON-02;SENCORE-02;Broadcast;connected;disconnected;COBC-PID_MON-02;Multicast;Caller;ens32;ens33;UDP;SRT;15.32;0;10.77.204.113;10.177.58.101;239.77.204.113;14,005;10,000;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-04-2;SRT-COBC-02;04_COBC_MON-05_TX-TOC2ABC;ADTEC-05;Broadcast;;connected;COBC_MON_05_SRT5;;Caller;;ens33;;SRT;;3.58;;10.177.58.105;;14,001;;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-12-1;SRT-COBC-02;12_TX76B-MUX-ABC_COBC;TX76B-MUX-ABC;Broadcast;connected;connected;TX-76-vUTPS-B;Listener;Multicast;ens33;ens32;SRT;RTP;41.23;41.13;0.0.0.0;239.9.251.76;0.0.0.0;5,090;14,076;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-18-1;SRT-COBC-02;18_TX65B-VUTPS-CBC_COBC;TX65-UTPS-CBC;Broadcast;disconnected;;TX65_MOD;Listener;Multicast;ens33;ens32;SRT;RTP;0;0;0.0.0.0;239.77.218.65;0.0.0.0;5,080;14,065;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-21-1;SRT-COBC-02;21_TX68B-UTPS-ABC_COBC;TX68-UTPS-ABC;Broadcast;disconnected;;TX-68;Listener;Multicast;;ens32;SRT;RTP;0;0;0.0.0.0;239.77.218.68;0.0.0.0;5,080;14,068;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-15-1;SRT-COBC-02;15_TX-66-MUX-CBC-COBC;CBC SRT B;Broadcast;disconnected;;TX-66-vUTPS-B;Listener;Multicast;;ens32;SRT;RTP;0;0;0.0.0.0;239.9.251.66;0.0.0.0;5,090;14,166;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-20-1;SRT-COBC-02;20_TX67B-vUTPS-CBC_COBC;TX67B-vUTPS-CBC;Broadcast;disconnected;;TX-67;Listener;Multicast;ens33;ens32;SRT;RTP;0;0;0.0.0.0;239.77.218.67;0.0.0.0;5,080;14,067;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-23-1;SRT-COBC-02;23_TX70B-UTPS-ABC_COBC;TX70-UTPS-ABC;Broadcast;disconnected;;TX-70;Listener;Multicast;ens33;ens32;SRT;RTP;0;0;0.0.0.0;239.77.218.70;0.0.0.0;5,080;14,070;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-71-1;SRT-COBC-02;71_akamai_cobc02_poc;akamai_return;Broadcast;connecting;disconnected;lan_cobc02;Caller;Multicast;ens33;ens34;SRT;UDP;0;0;0.0.0.0;238.77.26.71;172.233.26.67;10,000;6,002;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-11-1;SRT-COBC-02;11_TX70B-MUX-ABC_COBC02;TX70B-MUX-ABC;Broadcast;connected;disconnected;70 SRT Test;Listener;Listener;ens33;;SRT;SRT;47.93;0;0.0.0.0;0.0.0.0;0.0.0.0;14,270;14,070;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-16-1;SRT-COBC-02;16_TX-67-MUX-CBC-COBC;CBC SRT B;Broadcast;disconnected;;TX-67-vUTPS-B;Listener;Multicast;;ens32;SRT;RTP;0;0;0.0.0.0;239.9.251.67;0.0.0.0;5,090;14,167;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-19-1;SRT-COBC-02;19_TX66B-VUTPS-CBC_COBC;TX66-VUTPS-ABC;Broadcast;disconnected;;TX-66;Listener;Multicast;;ens32;SRT;RTP;0;0;0.0.0.0;239.77.218.66;0.0.0.0;5,080;14,066;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-24-1;SRT-COBC-02;24_TX73B-UTPS-CBC_COBC;TX73-UTPS-CBC;Broadcast;disconnected;;TX-73;Listener;Multicast;ens33;ens32;SRT;RTP;0;0;0.0.0.0;239.77.218.73;0.0.0.0;5,080;14,073;27/5/2026 10:21;391.88;259.7
SRT-COBC-02-26-1;SRT-COBC-02;26_TX88B-UTPS-ABC_COBC;TX88-UTPS-ABC;Broadcast;disconnected;;TX-88;Listener;Multicast;;ens32;SRT;RTP;0;0;0.0.0.0;239.77.218.88;0.0.0.0;5,080;14,088;27/5/2026 10:21;391.88;259.7
SRT-COBC-01-15-1;SRT-COBC-01;15_TX-65-MUX-CBC-COBC;CBC SRT P;Broadcast;disconnected;disconnected;BBC-TX-65-B-MUX;Listener;Caller;;ens33;SRT;SRT;0;0;0.0.0.0;189.28.24.97;0.0.0.0;14,025;14,165;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-17-1;SRT-COBC-01;17_TX-67-MUX-CBC-COBC;CBC SRT P;Broadcast;disconnected;;TX-67-vUTPS-P;Listener;Multicast;;ens32;SRT;RTP;0;0;0.0.0.0;239.9.250.67;0.0.0.0;5,090;14,167;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-18-1;SRT-COBC-01;18_TX-73-MUX-CBC-COBC;CBC SRT P;Broadcast;disconnected;;TX-73-vUPTS-P;Listener;Multicast;;ens32;SRT;RTP;0;0;0.0.0.0;239.9.250.73;0.0.0.0;5,090;14,173;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-19-1;SRT-COBC-01;19_TX65P-vUPTS-CBC_COBC;TX65-UTPS;Broadcast;disconnected;;TX65-MOD;Listener;Multicast;;ens32;SRT;RTP;0;0;0.0.0.0;239.77.206.65;0.0.0.0;5,080;14,065;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-20-1;SRT-COBC-01;20_TX66P-vUTPS-CBC_COBC;TX66-UTPS;Broadcast;disconnected;;TX-66;Listener;Multicast;;ens32;SRT;RTP;0;0;0.0.0.0;239.77.206.66;0.0.0.0;5,080;14,066;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-07-2;SRT-COBC-01;07_COBC01_MON-02;ADTEC-02;Broadcast;;disconnected;CBC TOC 1 TX View-intr;;Caller;;;;SRT;;0;;99.193.236.203;;14,003;;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-10-1;SRT-COBC-01;10_TX-69-MUX-CBC-CoBC;CBC SRT P;Broadcast;connected;connected;TX-69-vUTPS-P;Listener;Multicast;;ens32;SRT;RTP;47.42;47.3;0.0.0.0;239.9.250.69;0.0.0.0;5,090;14,169;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-21-1;SRT-COBC-01;21_TX67P-vUTPS-CBC_COBC;TX67P-vUTPS-CBC;Broadcast;disconnected;;TX-67;Listener;Multicast;;ens32;SRT;RTP;0;0;0.0.0.0;239.77.206.67;0.0.0.0;5,080;14,067;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-32-1;SRT-COBC-01;32_ABC01_COBC01_DSPORTS_BORRAR;ABC01-F01_DSPORTS;Broadcast;connecting;disconnected;SIMPLE-TEST;Listener;Caller;ens33;ens33;SRT;SRT;0;0;0.0.0.0;138.185.64.22;0.0.0.0;2,106;10,032;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-15-2;SRT-COBC-01;15_TX-65-MUX-CBC-COBC;CBC SRT P;Broadcast;;;TX-65-vUTPS-P;;Multicast;;ens32;;RTP;;0;;239.9.250.65;;5,090;;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-22-1;SRT-COBC-01;22_TX68P-UTPS-ABC_COBC;TX68-UTPS-ABC;Broadcast;disconnected;;TX-68;Listener;Multicast;;ens32;SRT;RTP;0;0;0.0.0.0;239.77.206.68;0.0.0.0;5,080;14,068;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-01-1;SRT-COBC-01;01_CBC_CoBC_STB Guide Data;CBC UTPS 31 Primary;Broadcast;disconnected;disconnected;Guide Data Modulator;Listener;Multicast;;ens32;SRT;UDP;0;0;0.0.0.0;239.77.206.31;0.0.0.0;5,080;14,131;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-11-1;SRT-COBC-01;11_TX68P-MUX-ABC_COBC;TX68P-MUX-ABC;Broadcast;connected;disconnected;BBC-TEST;Listener;Caller;ens33;ens33;SRT;SRT;41.24;0;0.0.0.0;189.28.24.97;0.0.0.0;14,025;14,068;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-16-1;SRT-COBC-01;16_TX-66-MUX-CBC-COBC;CBC SRT P;Broadcast;disconnected;;TX-66-vUTPS-P;Listener;Multicast;;ens32;SRT;RTP;0;0;0.0.0.0;239.9.250.66;0.0.0.0;5,090;14,166;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-27-1;SRT-COBC-01;27_TX88P-UTPS-ABC_COBC;TX88-UTPS-ABC;Broadcast;disconnected;;TX-88;Listener;Multicast;;ens32;SRT;RTP;0;0;0.0.0.0;239.77.206.88;0.0.0.0;5,080;14,088;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-14-1;SRT-COBC-01;14_TX88P-MUX-ABC_COBC;TX88P-MUX-ABC;Broadcast;connected;connected;TX-88-vUTPS-P;Listener;Multicast;ens33;ens32;SRT;RTP;47.93;47.81;0.0.0.0;239.9.250.88;0.0.0.0;5,090;14,088;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-13-1;SRT-COBC-01;13_TX76P-MUX-ABC_COBC;TX76P-MUX-ABC;Broadcast;connected;connected;TX-76-vUTPS-P;Listener;Multicast;ens33;ens32;SRT;RTP;41.24;41.13;0.0.0.0;239.9.250.76;0.0.0.0;5,090;14,076;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-12-1;SRT-COBC-01;12_TX70P-MUX-ABC_COBC;TX70P-MUX-ABC;Broadcast;connected;connected;TX-70-vUTPS-P;Listener;Multicast;ens33;ens32;SRT;RTP;47.93;47.81;0.0.0.0;239.9.250.70;0.0.0.0;5,090;14,070;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-11-2;SRT-COBC-01;11_TX68P-MUX-ABC_COBC;TX68P-MUX-ABC;Broadcast;;connected;TX-68-vUTPS-P;;Multicast;;ens32;;RTP;;41.14;;239.9.250.68;;5,090;;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-09-2;SRT-COBC-01;09_CoBC-PID-Filter 2;Sencore-2;Broadcast;;disconnected;Pid-Filter 2 - CoBC-CBC-intr;;Caller;;;;SRT;;0;;99.193.236.203;;14,006;;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-05-1;SRT-COBC-01;05_COBC01_BBC01_VUTPS-70;VUTPS-70;Broadcast;connected;disconnected;BBC01-VUTPS-70;Multicast;Caller;ens32;ens33;RTP;SRT;47.92;0;10.77.205.70;189.28.24.97;239.77.206.70;14,025;5,080;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-04-1;SRT-COBC-01;04_COBC-TX-View-1;ADTEC-03;Broadcast;connected;disconnected;COBC_MON_03;Multicast;Listener;ens32;ens33;UDP;SRT;3.57;0;10.77.216.130;0.0.0.0;239.77.216.133;14,003;8,000;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-03-3;SRT-COBC-01;03_COBC-PID_MON-01;SENCORE-01;Broadcast;;disconnected;COBC-PID_MON-01-intnet;;Caller;;;;SRT;;0;;168.195.108.103;;14,105;;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-03-1;SRT-COBC-01;03_COBC-PID_MON-01;SENCORE-01;Broadcast;connected;disconnected;COBC-PID_MON-01;Multicast;Caller;ens32;ens33;UDP;SRT;36.48;0;10.77.204.111;10.177.58.103;239.77.204.111;14,105;10,000;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-033-1;SRT-COBC-01;033_hhhABC05_COBC01_Tx31_P;ABC05_Tx31_P;Broadcast;connecting;disconnected;test-tx31;Listener;Multicast;;ens32;SRT;UDP;0;0;0.0.0.0;239.77.206.31;0.0.0.0;5,080;10,033;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-28-1;SRT-COBC-01;28_COBC-PID_MON-02;SENCORE-02;Broadcast;connection established;;;Multicast;;ens32;;UDP;;0;;10.77.204.113;;239.77.204.113;;10,000;27/5/2026 10:20;;
SRT-COBC-01-29-1;SRT-COBC-01;29_ABC-MUX70-P_FEC;ABC-MUX70-P;Broadcast;disconnected;;ABC-MUX70-P_FEC;Caller;Multicast;ens33;ens32;SRT;UDP;0;0;0.0.0.0;239.9.250.170;10.177.58.101;5,090;14,170;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-30-1;SRT-COBC-01;30_BBC01_COBC01_MUX18_P;BBC-MUX18_P;Broadcast;connecting;;;Caller;;;;SRT;;0;;0.0.0.0;;189.28.24.97;;14,025;27/5/2026 10:20;;
SRT-COBC-01-03-2;SRT-COBC-01;03_COBC-PID_MON-01;SENCORE-01;Broadcast;;connected;COBC-PID_MON-01-SRT5;;Caller;;ens33;;SRT;;36.48;;10.177.58.105;;14,105;;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-06-1;SRT-COBC-01;06_COBC_MON-01_no borrar;ADTEC-01;Broadcast;connected;connected;COBC_MON1_01_SRT5_in1;Multicast;Caller;ens32;ens33;UDP;SRT;3.57;3.58;10.77.216.130;10.177.58.105;239.77.216.131;14,101;8,000;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-08-2;SRT-COBC-01;08_COBC01_MON-06;ADTEC-06;Broadcast;;disconnected;CBC TOC 2 TX View-intr;;Caller;;;;SRT;;0;;99.193.236.203;;14,004;;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-23-1;SRT-COBC-01;23_TX69P-UTPS-CBC_COBC;TX69-UTPS;Broadcast;disconnected;;TX-69;Listener;Multicast;ens33;ens32;SRT;RTP;0;0;0.0.0.0;239.77.206.69;0.0.0.0;5,080;14,069;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-26-1;SRT-COBC-01;26_TX76P-UTPS-ABC_COBC;TX76-UTPS-ABC;Broadcast;disconnected;;TX-76;Listener;Multicast;;ens32;SRT;RTP;0;0;0.0.0.0;239.77.206.76;0.0.0.0;5,080;14,075;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-25-1;SRT-COBC-01;25_TX73P-vUTPS-CBC_COBC;TX73-UTPS;Broadcast;disconnected;;TX-73;Listener;Multicast;ens33;ens32;SRT;RTP;0;0;0.0.0.0;239.77.206.73;0.0.0.0;5,080;14,073;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-07-3;SRT-COBC-01;07_COBC01_MON-02;ADTEC-02;Broadcast;;disconnected;COBC_MON_02;;Caller;;ens33;;SRT;;0;;168.195.108.103;;14,002;;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-08-1;SRT-COBC-01;08_COBC01_MON-06;ADTEC-06;Broadcast;connected;connected;CBC TOC 2 TX View;Multicast;Caller;ens32;ens33;UDP;SRT;3.57;3.58;10.77.216.130;10.133.92.150;239.77.216.136;14,004;8,000;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-06-2;SRT-COBC-01;06_COBC_MON-01_no borrar;ADTEC-01;Broadcast;;disconnected;COBC_MON_01;;Caller;;ens33;;SRT;;0;;10.177.58.103;;14,101;;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-07-1;SRT-COBC-01;07_COBC01_MON-02;ADTEC-02;Broadcast;connected;connected;CBC TOC 1 TX View;Multicast;Caller;ens32;ens33;UDP;SRT;3.58;3.58;10.77.216.130;10.133.92.150;239.77.216.132;14,003;8,000;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-CBC1 TEST-1;SRT-COBC-01;CBC1 TEST;CBC TEST;Broadcast;connecting;;;Caller;;;;SRT;;0;;0.0.0.0;;99.193.236.205;;10,034;27/5/2026 10:20;;
SRT-COBC-01-02-1;SRT-COBC-01;02_COBC01_DL-IRD 1;ADTEC-04;Broadcast;connected;disconnected;COBC_MON_04;Multicast;Listener;ens32;ens33;UDP;SRT;3.58;0;10.77.216.130;0.0.0.0;239.77.216.134;14,004;8,000;27/5/2026 10:20;338.37;280.06
SRT-COBC-01-09-1;SRT-COBC-01;09_CoBC-PID-Filter 2;Sencore-2;Broadcast;connected;connected;Pid-Filter 2 - CoBC-CBC;Multicast;Caller;ens32;ens33;UDP;SRT;15.32;15.32;10.77.216.112;10.133.92.150;239.77.216.112;14,006;10,000;27/5/2026 10:20;338.37;280.06
SRT-CBC-02-001-1;SRT-CBC-02;001_venus-borrar;venus-borrar;Broadcast;disconnected;;;Caller;;eno1;;SRT;;0;;0.0.0.0;;15.204.160.114;;10,082;7/5/2026 16:28;;
SRT-CBC-02-10-1;SRT-CBC-02;10_ABC_CBC_Playboy TV_B;SRT-ABC-02;Broadcast;connecting;disconnected;CBC VIDEO NETWORK;Listener;Multicast;eno1;eno2;SRT;RTP;0;0;0.0.0.0;233.233.251.164;0.0.0.0;5,004;10,011;28/4/2026 13:13;399.27;303.67
